Set,Sentence1,Sentence2,Label,id,predicted,error_type
test,"Not only that plants and animals can be revived with cloning , but also humans can be cloned to offer potential benefits to other people who are living .",cloning,PRO,6159,CON,flipped
train,"This would then create premature aging issues and potentially even premature death , all because of the cloning process .",cloning,CON,4145,PRO,flipped
dev,Self-expression is an important part of child development and some experts believe that curbing it with uniforms can be detrimental to children .,school uniforms,CON,23110,NEU,neutralized
test,Those who choose abortions are often minors or young women with insufficient life experience to understand fully what they are doing .,abortion,CON,3751,PRO,flipped
test,"When high-capacity magazines were used in mass shootings , the death rate rose 63 % and the injury rate rose 156 % .",gun control,PRO,10652,PRO,correct
train,Hope that parliament will pass the law was prohibitive .,cloning,NEU,4614,PRO,polarized
train,The assessment we make grows out of an historical and structural analysis of nuclear power .,nuclear energy,NEU,19997,NEU,correct
train,Listen … very FEW people would really erase the 2A today if they could .,gun control,NEU,12592,CON,polarized
test,"Between July 2015 and the last increase in the minimum wage in 2009 , the federal minimum wage lost 8.1 % of its purchasing power to inflation .",minimum wage,PRO,16794,PRO,correct
train,"However , serious safety problems continue to arise because the NRC does not adequately enforce those standards .",nuclear energy,CON,20687,NEU,neutralized
train,"All the risks she faces are multiplied a hundred fold , and the child must face them as well .",abortion,PRO,2353,PRO,correct
train,Are not even the tax collectors doing that ?,death penalty,NEU,10363,PRO,polarized
train,Three or four people shooting at each other ( there is no way for them to know whether or not the other teachers were the original shooter or not ; perhaps the teacher is a workplace shooter ) could unleash massive damage on the school and could kill dozens of people with stray bullets alone .,gun control,PRO,10723,NEU,neutralized
train,"Should the unborn have a right to a mother who does not smoke , drink , use possibly harmful drugs , or engage in risky behavior ?",abortion,PRO,1325,PRO,correct
train,"So for us to say we wo n't use all the tools [ such as nuclear energy ] to solve the problem is crazy . """,nuclear energy,PRO,19788,CON,flipped
test,"But then bringing the economy to a halt was never a realistic goal even though some companies , museums and restaurants did allow female staff to take a day off .",abortion,NEU,1036,NEU,correct
train,"She said her party rules out conceeding this issue to the SNP , in the event of any coalition or policy negotiations , and that Labour stands by its pledge made in the last government that new nuclear is needed to help the UK to reduce its carbon emissions and meet future electricity demand .",nuclear energy,PRO,20632,CON,flipped
train,"The argument concludes that therefore , it is only sentiment or tradition ( the two are often confused , as if nothing rational could be passed down by tradition ) that assigns rights to all members of our own species .",abortion,PRO,949,PRO,correct
test,But plenty of less-fortunate people who tried to get involved have only wound up adding to the casualty list .,gun control,NEU,10941,PRO,polarized
train,Today minimum wage is actually 11 % lower value wise than it was in 1933 .,minimum wage,PRO,16668,PRO,correct
train,But we do know how to keep several of the candidate salts from corroding the metals that would be used .,nuclear energy,NEU,21977,CON,polarized
train,"Most importantly , a lot of minimum wage jobs are vital to the health of a functioning society .",minimum wage,PRO,17221,NEU,neutralized
train,"These European nations , as well as Japan , boast lower murder rates to coincide with much stricter gun laws .",gun control,PRO,13558,NEU,neutralized
test,"95 % of animal cloning has ended in failure due to genetic defects , and cloning is considered unsafe because of it .",cloning,CON,5676,NEU,neutralized
dev,Why do you mock the idea of financial restitution to murder victims ' families ?,death penalty,NEU,7601,NEU,correct
train,He became an advocate for medical marijuana when he used the drug to ease pain following the amputation of his leg in 1998 .,marijuana legalization,PRO,14488,NEU,neutralized
train,"That may be just fine with people who wish there were no minimum wage at all , but it ’s not fine for the millions of people who rely on minimum wage work to pay the rent .",minimum wage,PRO,17856,CON,flipped
train,"“ I saw this canister-type thing , a smoking object , streak across the screen .",gun control,NEU,12742,PRO,polarized
train,A sever accident with a salt cooled reactor would provide a perfect water born path to spread contamination from the long half life products .,nuclear energy,CON,20541,PRO,flipped
train,But the hunger for vengeance or retribution can also cloud judgment .,death penalty,CON,9946,PRO,flipped
train,""" The minimum wage is just a clumsy anti-poverty program , "" said Allen Sanderson , a senior lecturer in the University of Chicago 's Department of Economics .",minimum wage,CON,18882,NEU,neutralized
train,"This number is higher than the guns that are found in West Bank/Gaza , Pakistan , Mexico and Yemen combined .",gun control,PRO,11998,PRO,correct
train,"It is likely that some cheating occurs , but some people cheat on their tax returns also , and the solution is not to abolish taxation .",school uniforms,NEU,23565,CON,polarized
train,"We ca n’t take back death , we know that systems make mistakes and we are lucky enough to live in a country where the majority of people oppose this cruel punishment .",death penalty,CON,7766,NEU,neutralized
train,We 'll send you a link to create a new password .,nuclear energy,NEU,19294,PRO,polarized
dev,"Decommissioning nuclear power plants is expensive "" The case against nuclear power "" .",nuclear energy,CON,19252,PRO,flipped
test,"Quit dictating to us what my child should wear ... [ T ] he government is intruding into our private lives , roles as parents and the lives of our children . """,school uniforms,CON,24275,PRO,flipped
train,Privately held guns would not be a match to our military 's advanced weapons .,gun control,PRO,12522,NEU,neutralized
train,"In 2008 , marijuana alone was involved in 375,000 emergency room visits .",marijuana legalization,CON,15153,PRO,flipped
test,"Crime still occurs , and murders still happen , but it is harder to do massive harm to large numbers of people when guns are less common .",gun control,PRO,13522,PRO,correct
train,"Legalization of therapeutic cloning has been proposed as the only way to investigate , the chances of success , the basic criterion for funding such programs as the primary objective should be finding cures for incurable diseases .",cloning,PRO,4792,NEU,neutralized
train,He reports that marijuana leads to dependence in around 9-10 percent of adult users .,marijuana legalization,CON,15144,PRO,flipped
train,"The queries and concerns that we have regarding such an intriguing part of science are still alive and well , although they are less talked about nowadays than they were those few years ago .",cloning,NEU,5112,PRO,polarized
test,"The more one examines the evidence , the less it seems there is any reason at all for cannabis prohibition to remain in place .",marijuana legalization,PRO,16159,PRO,correct
test,"Uranium , the nuclear fuel that is used to produced nuclear energy is limited and can not be produced again and again on demand .",nuclear energy,CON,19812,CON,correct
train,"The 40-year-old Indian Point nuclear plant , less than 30 miles from New York City , has a history of safety problems and sits on two fault lines .",nuclear energy,CON,22293,NEU,neutralized
train,"The women who participated in those protests sent the women in Poland a video message of solidarity , encouraging them to stand up for themselves and telling them in Polish , “ Jestesmy z wami ” ( “ we are with you ” ) .",abortion,NEU,3620,NEU,correct
train,But that is like saying that drinking large quantities of alcohol and driving does n’t cause pedestrians to be hit by drunk drivers because some people drink and drive and no one gets hurt .,abortion,NEU,3190,NEU,correct
train,"Increase contraception access , family leave , and improve pre - and post - natal healthcare , and we 'd cut abortions by 50 % or more .",abortion,CON,1787,CON,correct
test,The US General Accounting Office ( GAO ) estimated that 31 % of total accidental shooting deaths could have been prevented by installing safety devices on guns : 100 % of deaths per year in which a child under 6 years old shoots and kills him/herself or another child could be prevented by automatic child-proof safety locks ; and 23 % of accidental shooting deaths by adolescents and adults per year could be prevented by loading indicators showing when a bullet was in the chamber ready to be fired .,gun control,PRO,12752,NEU,neutralized
train,"Some people feel great reluctance to eat cloned meat , which might lower the value of animals that are cloned .",cloning,CON,6601,CON,correct
train,Those who seek a pro-life culture must accept that we will never persuade 300 million Americans to agree with us .,abortion,PRO,3010,NEU,neutralized
train,"They argue that a human fetus is a human being with a right to live , so abortion is similar to murder .",abortion,CON,3869,CON,correct
train,"As cheap marijuana floods the market both in and outside of California , use of many different types of drugs will increase , as will marijuana use .",marijuana legalization,CON,16286,CON,correct
dev,"We ’re living in a time where everything is declared as “ war ” , to erode our rights .",gun control,CON,12638,CON,correct
test,"The industry can accept that some people will have different views on the virtues of nuclear power and the uranium which fuels it , and respects those views .",nuclear energy,NEU,19413,NEU,correct
train,We ’re not going to let that happen .,abortion,NEU,363,PRO,polarized
train,"From that , it ’s pretty clear that even many on the Right realize that some give is inevitable if you want legislation that keeps up with a changing world .",gun control,PRO,13894,PRO,correct
train,"In the course of that criminal conspiracy , a capital murder was committed - a young father was murdered , during the course of that robbery .",death penalty,NEU,8246,PRO,polarized
train,"That baby will never have its first steps , first word , fall in love , graduate high school or possibly college , get married or have children of his own because she decided that his life did n't matter because she was n't ready to be a mom .",abortion,CON,2805,PRO,flipped
train,"Chronic marijuana use is connected with what , in popular culture , has been called slacker behavior – increased risk of dropping out of school , lower achievement , diminished IQ and probably lower life satisfaction – not to mention addiction , physical dependence and withdrawal symptoms .",marijuana legalization,CON,14835,PRO,flipped
train,"One question we must ask ourselves is this , ?",school uniforms,NEU,23410,CON,polarized
train,There are * many * approaches that progressives can take to reduce the number of tragedies associated with guns in America .,gun control,CON,11035,CON,correct
train,"Following President Clintons 1996 State of the Union address where he said "" public schools should be able to require their students to wear uniforms "" , people on both sides of the argument have been putting their cases strongly .",school uniforms,NEU,24892,NEU,correct
test,But that is the only reason I believe a child should be killed .,abortion,NEU,2017,NEU,correct
train,School uniform prevents them from wearing the clothes they want to wear .,school uniforms,CON,22639,PRO,flipped
test,Please update your browser permissions to allow them .,marijuana legalization,NEU,15069,CON,polarized
train,That ’s all we do in the Senate is vote on things like raising the minimum wage . ”,minimum wage,NEU,16707,NEU,correct
train,"“ We ’re a pretty new nation , ” he told me .",gun control,NEU,11686,PRO,polarized
train,"This mismatch stems mainly from the poor consumption efficiency of electricity compared to other energy carriers , and the transmission losses associated with nuclear plants which are usually situated far away from sources of demand .",nuclear energy,CON,20568,CON,correct
train,Therapeutic cloning is independent of wait times and does n’t rely on uncertainties .,cloning,PRO,6789,CON,flipped
dev,It 's true that relatively few Americans are paid the federal minimum wage .,minimum wage,NEU,17781,PRO,polarized
train,"In the sixties , as a university student , I was able to make half the CURRENT minimum wage , though more than the minimum wage at the time , an issue rarely mentioned .",minimum wage,PRO,17946,CON,flipped
test,The technique could not be developed in humans without putting the physical safety of the clones and the women who bear them at grave risk .,cloning,CON,6179,NEU,neutralized
train,"Turnover slows down , since people are happier with their paychecks , and the unemployed snap up jobs elsewhere in town .",minimum wage,PRO,17482,PRO,correct
train,"This argument is gaining favour , as national administrations seek new sources of revenue during the current economic crisis .",marijuana legalization,PRO,15189,CON,flipped
train,"Almost four decades after Roe , we mourn the loss of 57 million American children that we will never meet .",abortion,CON,1802,PRO,flipped
test,"As governments struggle with decreased revenue and rising costs , they look for creative ways to boost income to fund projects , such as new parks and road repairs .",marijuana legalization,PRO,15897,NEU,neutralized
train,"There are also bottlenecks at factories that produce reactor pressure vessels and other equipment , and there is a shortage of qualified personnel to build and operate the reactors , although the recent acceleration in nuclear power plant construction is drawing a substantial expansion of the heavy engineering capability .",nuclear energy,CON,20005,NEU,neutralized
test,Raising the minimum wage would lead to a healthier population and prevent premature deaths .,minimum wage,PRO,18803,PRO,correct
train,"When there is a lot to do and very little time to do it , you would reach a point where you wish there were two or three more of you .",cloning,PRO,5413,NEU,neutralized
test,"For many people , abortion is essentially a moral issue , concerning the commencement of human personhood , the rights of the fetus , and a woman 's rights over her own body .",abortion,NEU,2356,PRO,polarized
train,"For Shaver-Hood , it is about being practical .",school uniforms,PRO,24307,NEU,neutralized
train,But discussion should not end at this point .,death penalty,NEU,8296,CON,polarized
dev,And abortion greatly increased the incidence of miscarriage in future pregnancies .,abortion,CON,2085,PRO,flipped
train,"It is not only about what capital punishment does to those killed , but also what it does to those who do the killing and those in whose name the killing is done .",death penalty,CON,9571,NEU,neutralized
test,"A poll administered by the Harford County , MD school system in 2007 found that "" teachers and administrators were overwhelmingly in favor "" of introducing school uniforms .",school uniforms,PRO,23116,PRO,correct
train,The nuclear industry would like us to believe that nuclear power offers a much better option for generating electricity without releasing significant amounts of greenhouse gases or toxic pollution .,nuclear energy,PRO,22260,NEU,neutralized
train,This chart explains why #EqualPayDay is important to us .,minimum wage,PRO,17931,NEU,neutralized
train,Bullying can be controlled to a considerable level through implementation of school uniform policy .,school uniforms,PRO,24501,PRO,correct
train,"A 2013 study by labor economists Tony Fang and Carl Lin which studied minimum wages and employment in China , found that "" minimum wage changes have significant adverse effects on employment in the Eastern and Central regions of China , and result in disemployment for females , young adults , and low-skilled workers "" .",minimum wage,CON,18345,NEU,neutralized
dev,"The pro-life side is aware of this , which is why a substantial amount of propaganda focuses on the method of late term Dilation and Evacuation procedures and attempts to conflate it with earlier term abortions , to pair a false equivalence with emotional appeal .",abortion,PRO,1854,PRO,correct
test,"As concern about anthropogenic climate change has grown , a number of high-profile environmentalists have decided that this is a more serious problem than their previous concerns with nuclear power .",nuclear energy,PRO,21778,PRO,correct
dev,"Rather than supporting a wild-west style society , where everybody is armed and there is no real force preserving social order , we should attempt to fix our damaged police forces .",gun control,PRO,10940,PRO,correct
train,A foetus in the early stages of development lacks the developed nervous system and brain to feel pain or even be aware of their surroundings .,abortion,PRO,143,PRO,correct
train,"In the case of Maurice Mays , the woman who confessed was not prosecuted .",death penalty,NEU,9200,CON,polarized
test,The cons are just the standard greenpeace lies .,nuclear energy,PRO,20801,CON,flipped
train,"Our nation 's death rows have always held a disproportionately large population of African Americans , relative to their percentage of the total population .",death penalty,CON,10584,PRO,flipped
train,The number of couples out there who can not have a child of their own for physical reasons are too numerous to count .,abortion,NEU,399,NEU,correct
dev,"Local police forces are not able to protect it 's citizens , they primarily investigate and try to solve the crimes after the fact .",gun control,CON,11379,PRO,flipped
train,"Taking a stand against cloning now , while there is still a consensus among Americans that cloning is profoundly wrong , will be an essential part of a defense of the family in coming years .",cloning,CON,5240,CON,correct
test,Science is why more and more young people are becoming pro-life .,abortion,NEU,2528,NEU,correct
train,One study found that children born from IVF and DI ( donor insemination ) are faring as well as children born via natural conception .,cloning,PRO,4362,CON,flipped
train,"The truth : The baby in the womb is not "" her body "" , it is a separate human life ( see pro death reason # 2 ) protected by God 's law and the constitution of the United States .",abortion,CON,880,NEU,neutralized
train,"It is safer , cleaner with very little radiation because of how the energy is produced and processed .",nuclear energy,PRO,19389,NEU,neutralized
train,At least 95 % of mammals cloned have resulted in failure .,cloning,CON,6074,CON,correct
train,"In a study for the Cato Institute , Jeffrey A. Miron , senior lecturer on economics at Harvard University and a senior fellow at Cato , and Katherine Waldock , professor of economics at New York University , estimate that legalizing drugs would save the government approximately $ 41.3 billion annually on expenditures related to the enforcement of prohibition .",marijuana legalization,PRO,14705,CON,flipped
train,Yet today the consensus is that Britain ’s minimum wage has done little or no harm .,minimum wage,PRO,17967,NEU,neutralized
test,Uniforms encourage and reflect sameness .,school uniforms,PRO,22665,NEU,neutralized
train,"Of all sanctions , the death penalty has greater due process , pre trial , trial , appeals and in commutation/clemency considerations .",death penalty,PRO,10355,CON,flipped
train,"Not only will the person possessing a gun save their own life , but also save everyone else ’s .",gun control,CON,11037,NEU,neutralized
train,The first way that guns drive inequality is by making life more violent and less stable for people living in economically disadvantaged communities .,gun control,PRO,12024,NEU,neutralized
train,"In the event that a malevolent group of people detonate a nuclear reactor , the results would be devastating .",nuclear energy,CON,21853,PRO,flipped
dev,"Together , they drilled home the absurdity of Texas ' argument about protecting women 's safety .",abortion,NEU,1068,PRO,polarized
test,"Michael Connelly found this very spot in 1989 , where he often returns to contemplate the city and find inspiration .",minimum wage,NEU,17332,NEU,correct
train,"That said I am sure there are plenty of people already doing so , more forums like this is a great start .",nuclear energy,NEU,20570,CON,polarized
test,"Death penalty is a just punishment for crimes committed against the rights to life , freedom and safety of victims .",death penalty,PRO,8698,PRO,correct
train,"And no , $ 15/hr is not too much .",minimum wage,PRO,16789,NEU,neutralized
test,Cloning techniques will eventually be perfected in mammals and will then be suitable for human trials .,cloning,PRO,6478,PRO,correct
train,"I know several cases , men ( children , really ) who are convicted of 1st degree murder and sentenced to die ( see the felony murder rule ) even though they neither killed anyone nor had an intention to kill .",death penalty,CON,8860,CON,correct
train,But the Second Amendment is n’t about hunting — it 's about preserving all the rights we possess as American citizens .,gun control,PRO,12983,CON,flipped
test,Death sentences are imposed in a criminal justice system that treats you better if you are rich and guilty than if you are poor and innocent .,death penalty,CON,7452,CON,correct
train,"Pope Pius XII : "" When it is a question of the execution of a man condemned to death it is then reserved to the public power to deprive the condemned of the benefit of life , in expiation of his fault , when already , by his fault , he has dispossessed himself of the right to live .",death penalty,PRO,7075,NEU,neutralized
train,"The Wareham superintendent says she wants to provide parents with an easy , affordable way to outfit their children that will also “ level the playing field ” for students when they ’re at school .",school uniforms,PRO,23326,PRO,correct
train,Medical marijuana is important to a lot of people .,marijuana legalization,PRO,14767,NEU,neutralized
test,Giving workers more money is small potatoes compared with what corporations and the rich are receiving all the time .,minimum wage,PRO,17747,NEU,neutralized
dev,"More difficult is the problem of linking anti-nuclear efforts of local groups with efforts by isolated individuals , and by activists in hierarchical organisations such as political parties or state bureaucracies .",nuclear energy,NEU,21829,NEU,correct
train,Discussions of the pros and cons of cloning are expected to continue with many people conflicted on what is the best way to proceed .,cloning,NEU,6014,NEU,correct
test,The inflation of the gun law numbers in this talking point is due to its proponents estimating the number of local gun laws and adding that number onto the major state and federal codes .,gun control,NEU,13013,NEU,correct
train,He has experience in GIS ( digital mapping ) but currently works as a freelance writer as the economic downturn means he has struggled to get relevant work .,nuclear energy,NEU,21521,CON,polarized
train,"Discount Founder and Chairman Bruce Halle has net worth of $ 6.3 billion , putting him on the Forbes richest Americans list .",marijuana legalization,NEU,15205,PRO,polarized
train,"And to further add insult to injury , you have to wear the same , boring day every freaking school day .",school uniforms,CON,25322,PRO,flipped
train,""" Families deserve closure . """,death penalty,PRO,9964,PRO,correct
train,"True liberals who value their neighbors and wish them to have ever increasing opportunities to pursue life , freedom , and individual decision-making have never been opposed to nuclear energy if they knew anything about it .",nuclear energy,PRO,19514,CON,flipped
train,"Source Cost Comparisons Estimated cost of electricity from new plants , 1983 , with projections for 1990 ( 1982 dollars ) .",nuclear energy,NEU,20255,PRO,polarized
test,GOP candidates criticize the president ’s executive orders as doing too much to restrict the rights of law-abiding citizens .,gun control,CON,12198,NEU,neutralized
train,"Therefore for the safety of the prisonï ¿ ½ s guards , other prisoners , and the general public ( in case a death row inmate escapes prison ) , then logic dictates that safety is a reason for capital punishment .",death penalty,PRO,7898,PRO,correct
train,"At issue was the drug pancuronium bromide , which paralyzes the condemned , giving them a placid , peaceful appearance even if they might be suffering immense pain from an improper dose of anesthesia .",death penalty,CON,9933,CON,correct
train,"There are many children who are products of artificial reproductive technologies ( IVF , intrauterine insemination , gender selection , and gamete intrafallopian transfer , among others ) and there does not seem to be an increase of despotic control over these children on behalf of their parents .",cloning,PRO,5386,CON,flipped
train,"In 2010 , 606 people , 62 of them children younger than 15 , died in accidental shootings .",gun control,PRO,12208,NEU,neutralized
test,"It is quite ironic , but perhaps the worst opponents of weed legalization are drug dealers themselves .",marijuana legalization,PRO,16175,NEU,neutralized
train,"There is no doubt that if marijuana were legalized , more people , including juveniles , would consume it .",marijuana legalization,CON,15208,PRO,flipped
train,"They found that most of the 14 inmates had head injuries as children and that nine had "" serious neurological abnormalities .",death penalty,CON,10514,NEU,neutralized
dev,"Just to maintain the current world production of nuclear power , either the oldest , creakiest plants need to be relicensed or a veritable orgy of nuclear construction needs to begin .",nuclear energy,CON,19845,CON,correct
train,"When we go to do our statutes , we have to delineate .",death penalty,NEU,7914,NEU,correct
train,"The most restrictive policy in the nation is here , in Polk County .",school uniforms,NEU,24217,CON,polarized
train,The 2nd Amendment to the Constitution protects the individual 's right to gun ownership .,gun control,CON,12347,CON,correct
test,"“ There are no operating “ next generation ” reactors , such as high-temperature breeder reactors ” False , the Germans build one , that never went into operation , because the criminal environmentalists prevented it , but the chinese have build a licenced copy in Beijing .",nuclear energy,PRO,19922,NEU,neutralized
train,""" My son 's an unusual size , "" his mother Irit told Education World , "" so it 's hard to find him clothes anyway .",school uniforms,NEU,24157,PRO,polarized
train,That is what the law and the facts as I know them say in this case .,death penalty,NEU,7779,NEU,correct
train,"And the kind of crimes I 'm thinking of are the bombing in Oklahoma City , where an American terrorist blew up the government building , killing , as I recall , 158 Americans , including a number of children who were in the preschool program .",death penalty,PRO,9277,PRO,correct
test,So I think they 're a good idea .,school uniforms,NEU,23559,CON,polarized
train,"Women who oppose the ban are staying away from work and school and refusing to do domestic chores , in a protest inspired by a women 's strike in Iceland in 1975 .",abortion,PRO,2326,NEU,neutralized
train,"If one were to try and figure out how much a new plant might cost by looking at the last generation of nuclear power plants , "" on average , cost overruns there were equal to three times the pre-construction projections , so if it was supposed to cost $ 1 billion , it cost $ 3 billion , "" he explained .",nuclear energy,CON,20282,CON,correct
train,But the point that opponents of a minimum wage increase make that strikes me as the most compelling is this : Raising the minimum wage is not a very effective means of addressing poverty .,minimum wage,CON,18596,CON,correct
train,"Do we want to live in one “ in which the answer to violence is more violence , where the answer to guns is more guns ? ”",gun control,PRO,11699,CON,flipped
test,"Moreover , most states now have a sentence of life without parole .",death penalty,NEU,7488,PRO,polarized
train,"Black women have suffered and died from botched , illegal abortion .",abortion,PRO,2157,CON,flipped
train,"“ If a business has to pay more for anything , gasoline , produce , labor — they have to raise their prices or they have to cut costs , plain and simple , ” says Tom Scarda , a Certified Franchise Consultant .",minimum wage,CON,16766,CON,correct
train,"If such an event occurs , quickly develop a plan to attack the shooter … Consider a plan to tackle the shooter , take away his weapon , and hold him until police arrive . ”",gun control,NEU,11986,PRO,polarized
train,"According to the UK ’s National Radiation Protection Board , doses from the entire nuclear industry amount to less than one percent of our total exposure .",nuclear energy,PRO,21729,CON,flipped
train,"Although penalties can be unwise , repulsive , or inappropriate , and those punished can be pitiable , in a sense the infliction of legal punishment on a guilty person can not be unjust .",death penalty,PRO,9984,CON,flipped
train,"Run away from a criminal conspiracy , whereby violence is very possible - the robbery of drug dealers - and whereby your involvement in that conspiracy may find you culpable for murder .",death penalty,NEU,8531,NEU,correct
train,"Sure , it has its benefits with ending world hunger by cloning plants .",cloning,PRO,6109,PRO,correct
train,"And when workers leave , say for the Taco Bell across the freeway , they often take jobs that would otherwise be filled by the unemployed , which is less than ideal for the economy .",minimum wage,CON,18362,NEU,neutralized
test,"In fact , we could be producing 100 % of our energy from renewables by 2050 , and the technology is already ready for market – particularly if the subsidies for fossil fuels and nuclear are cut .",nuclear energy,PRO,20490,NEU,neutralized
train,Most countries now have a statutory pay floor — and the ranks are still swelling .,minimum wage,PRO,16842,PRO,correct
train,The answer to that question is almost certainly no .,death penalty,NEU,7249,PRO,polarized
train,His head continued to snap back .,death penalty,NEU,9526,CON,polarized
test,If you are a confused fellow and not able to decide on which side to support then let me highlight some pros and cons of CAPITAL PUNISHMENT here .,death penalty,NEU,8846,NEU,correct
train,"Several religious groups , including from Protestant , Catholic , Jewish , Muslim , Hindu , and Buddhist faiths , have rejected animal cloning on ethical grounds .",cloning,CON,5403,CON,correct
train,"If I had to wear a uniform , I would still be bullied a lot .",school uniforms,CON,25161,PRO,flipped
test,You ’re an immature person .,minimum wage,NEU,18735,CON,polarized
train,Abortion is not a question of morality it is a question of providing options to prevent and mitigate risks in certain circumstances .,abortion,PRO,2617,PRO,correct
train,"It is only giving a bad idea to teens , parents , and families .",marijuana legalization,CON,15337,CON,correct
train,"If there is no legal , viable alternative , this percentage of couples or mothers will inevitably have to resort to these back-alley operations , which are highly dangerous .",abortion,PRO,642,NEU,neutralized
train,"There are numerous different ways students can add their personal touch to school-uniforms like , a different hair style , use of a cool nail polish , addition of accessories such as buttons , socks , scarfs and the list can just go on .",school uniforms,PRO,23661,PRO,correct
test,"If human cloning is completely banned , then this type of research would be stopped and a lot of lives would be lost .",cloning,PRO,6817,CON,flipped
dev,I do n’t believe much of what politicians say because they are usually just trying to appease a particular audience at a particular time and place .,nuclear energy,NEU,21556,PRO,polarized
train,"But eschewing evidence altogether , Caldicott wields this weapon with agility and skill .",nuclear energy,NEU,22352,PRO,polarized
train,"Overall , if costs of living go up , then we may end up right back where we started .",minimum wage,CON,18384,NEU,neutralized
train,"In his 2012 Senate race , Kaine blasted George Allen for his support of a bill that would define life as starting at conception .",abortion,NEU,1271,PRO,polarized
train,"But these safety measures have generally been developed and studied with respect to accidents , not to the deliberate reactor attack by a terrorist group .",nuclear energy,CON,21949,CON,correct
train,The world energy demand is projected to grow by 50 % by 2030 .,nuclear energy,PRO,19085,NEU,neutralized
train,"Of course , that assumes you HAVE any of those things .",gun control,NEU,13077,PRO,polarized
train,Put us all in jail ?,marijuana legalization,NEU,14513,NEU,correct
dev,The uniform actually levels the fashion playing field for families of modest income since everyone wears the same dress .,school uniforms,PRO,24662,NEU,neutralized
train,Years later the DNA was matched to the real killer .,death penalty,CON,9556,PRO,flipped
train,"There ’s no simple correspondence between the number of firearms in private hands and the amount of gun crime , and I often find it somewhat strange that there seems to be a perception that things are worse than ever when , in reality , things are really better than they ’ve been for decades .",gun control,CON,13718,CON,correct
train,"That 's because pulling a gun out and shooting back in the chaos of a mass shooting just makes things worse , as was discovered when a would-be hero at the 2011 shooting of Gabby Giffords very nearly shot the wrong man .",gun control,CON,10721,NEU,neutralized
train,"While the death penalty undoubtedly deters some would-be murderers , there is evidence that it encourages others — especially the unstable who are attracted to media immortality like moths to a flame .",death penalty,CON,8022,NEU,neutralized
train,"In his speech , the President stated , “ If you work hard , you should be able to support a family . ”",minimum wage,PRO,16547,CON,flipped
train,It was a clear homage to the NRA ’s mantra that the “ only thing that stops a bad guy with a gun is a good guy with a gun . ”,gun control,CON,11591,NEU,neutralized
test,We would have a head start on understanding the genetic component of a cloned child .,cloning,PRO,5221,NEU,neutralized
train,"These reproductive techniques are often accompanied by contractual arrangements among the various involved parties ( though not , of course , the child ) , with the commissioning parents deciding such matters as whom the child will call “ mother ” and whom “ father . ”",cloning,NEU,4846,CON,polarized
train,Fossil fuel burning produces twenty seven thousand million tons of carbon dioxide yearly .,nuclear energy,PRO,22250,NEU,neutralized
train,"“ Schlesinger , who is Carter ’s choice to head the new Department of Energy , made the statement after his Senate confirmation hearing .",nuclear energy,NEU,22000,NEU,correct
test,"These cases are fortunately uncommon , but they happen .",abortion,NEU,2307,CON,polarized
dev,"Over the July 4th weekend this year , for instance , 82 people were shot in Chicago , most of them in the city 's struggling South Side , where crime rates are ten times higher than wealthier areas of the city .",gun control,PRO,13107,CON,flipped
train,Support for this position runs solidly across all demographic groups and political ideologies .,death penalty,PRO,9379,CON,flipped
train,Proponents also believe that nuclear power is the only viable course to achieve energy independence for most Western countries .,nuclear energy,PRO,19434,NEU,neutralized
train,Some small businesses can not afford to pay minimum wages .,minimum wage,CON,18475,CON,correct
dev,"Creating stem cells in this way is too cumbersome to treat vast numbers of patients , he said .",cloning,CON,4446,PRO,flipped
test,Respondents to this criticism argue that the noted human cases in fact would not be classified as persons as they do not have a natural capacity to develop any psychological features .,abortion,PRO,1590,PRO,correct
test,Public schools can still have dress codes without resorting to mandatory uniforms .,school uniforms,CON,23424,PRO,flipped
test,"Do not judge , or you may be judged yourself .",abortion,NEU,9,CON,polarized
train,"Whether anything else will replace it any time soon to provide just as much of our energy needs , is a hotly disputed point ; nuclear power in general continues to divide green activists , political ideologies and even scientists themselves .",nuclear energy,NEU,21780,CON,polarized
train,If you do n’t have enough money to buy uniform you need to wash them every day for you to enter the school .,school uniforms,CON,24332,CON,correct
train,"While on the subject of cars and guns , I would also point out that , in many cases , cars are far more regulated then guns .",gun control,PRO,12173,PRO,correct
train,"The Church can not maintain for centuries , on the basis of Divine Revelation , that capital punishment is , at the very least , not against the Will of God ; and then , in recent , times , say that it is .",death penalty,PRO,8587,NEU,neutralized
train,And I am far from alone -- there have been 154 verified cases of death row exonerations since 1973 .,death penalty,NEU,9627,NEU,correct
train,A law that allows someone to be executed who is peripheral to a murder ?,death penalty,NEU,7941,CON,polarized
dev,"Sembler and his wife , Betty , are cofounders of the Drug Free America Foundation , a group that supports drug-testing students , opposes taking a harm-reduction approach to drug addiction , and claims that “ crude ” marijuana is not medicine .",marijuana legalization,CON,14804,PRO,flipped
train,"( Planned Parenthood had previously brought a case fighting part of the law , though that case did not make it to the Supreme Court . )",abortion,NEU,1219,CON,polarized
dev,"They had these embryos tested , and genomes checked .",cloning,NEU,6815,PRO,polarized
test,What was noticeable was the level of support for the protest .,abortion,NEU,1694,PRO,polarized
train,Having guns or having easy access to the guns will simply push them over the edge .,gun control,PRO,11620,CON,flipped
